Place,Year,Month,Unemployment Rate
"Guaynabo Municipio, Puerto Rico",2018,January,5.0
"Gurabo Municipio, Puerto Rico",2018,May,6.4
"Gurabo Municipio, Puerto Rico",2018,April,6.7
"Gurabo Municipio, Puerto Rico",2018,March,6.7
"Gurabo Municipio, Puerto Rico",2018,February,6.9
"Gurabo Municipio, Puerto Rico",2018,January,7.4
"Hatillo Municipio, Puerto Rico",2018,May,12.9
"Hatillo Municipio, Puerto Rico",2018,April,13.4
"Hatillo Municipio, Puerto Rico",2018,March,14.5
"Hatillo Municipio, Puerto Rico",2018,February,14.8
"Hatillo Municipio, Puerto Rico",2018,January,15.4
"Hormigueros Municipio, Puerto Rico",2018,May,10.1
"Hormigueros Municipio, Puerto Rico",2018,April,9.9
"Hormigueros Municipio, Puerto Rico",2018,March,10.8
"Hormigueros Municipio, Puerto Rico",2018,February,10.2
"Hormigueros Municipio, Puerto Rico",2018,January,11.3
"Humacao Municipio, Puerto Rico",2018,May,12.4
"Humacao Municipio, Puerto Rico",2018,April,12.3
"Humacao Municipio, Puerto Rico",2018,March,12.9
"Humacao Municipio, Puerto Rico",2018,February,13.0
"Humacao Municipio, Puerto Rico",2018,January,13.9
"Isabela Municipio, Puerto Rico",2018,May,10.6
"Isabela Municipio, Puerto Rico",2018,April,10.9
"Isabela Municipio, Puerto Rico",2018,March,11.7
"Isabela Municipio, Puerto Rico",2018,February,12.2
"Isabela Municipio, Puerto Rico",2018,January,12.8
"Jayuya Municipio, Puerto Rico",2018,May,10.7
"Jayuya Municipio, Puerto Rico",2018,April,11.1
"Jayuya Municipio, Puerto Rico",2018,March,12.0
"Jayuya Municipio, Puerto Rico",2018,February,12.2
"Jayuya Municipio, Puerto Rico",2018,January,13.2
"Juana Diaz Municipio, Puerto Rico",2018,May,10.5
"Juana Diaz Municipio, Puerto Rico",2018,April,10.4
"Juana Diaz Municipio, Puerto Rico",2018,March,10.6
"Juana Diaz Municipio, Puerto Rico",2018,February,10.6
"Juana Diaz Municipio, Puerto Rico",2018,January,11.8
"Juncos Municipio, Puerto Rico",2018,May,9.7
"Juncos Municipio, Puerto Rico",2018,April,9.8
"Juncos Municipio, Puerto Rico",2018,March,10.1
"Juncos Municipio, Puerto Rico",2018,February,10.3
"Juncos Municipio, Puerto Rico",2018,January,11.1
"Lajas Municipio, Puerto Rico",2018,May,16.0
"Lajas Municipio, Puerto Rico",2018,April,15.8
"Lajas Municipio, Puerto Rico",2018,March,17.0
"Lajas Municipio, Puerto Rico",2018,February,16.8
"Lajas Municipio, Puerto Rico",2018,January,18.2
"Lares Municipio, Puerto Rico",2018,May,16.0
"Lares Municipio, Puerto Rico",2018,April,16.8
"Lares Municipio, Puerto Rico",2018,March,17.8
"Lares Municipio, Puerto Rico",2018,February,18.6
"Lares Municipio, Puerto Rico",2018,January,19.0
"Las Marias Municipio, Puerto Rico",2018,May,14.3
"Las Marias Municipio, Puerto Rico",2018,April,14.8
"Las Marias Municipio, Puerto Rico",2018,March,16.1
"Las Marias Municipio, Puerto Rico",2018,February,16.6
"Las Marias Municipio, Puerto Rico",2018,January,17.8
"Las Piedras Municipio, Puerto Rico",2018,May,9.9
"Las Piedras Municipio, Puerto Rico",2018,April,9.7
"Las Piedras Municipio, Puerto Rico",2018,March,10.0
"Las Piedras Municipio, Puerto Rico",2018,February,10.4
"Las Piedras Municipio, Puerto Rico",2018,January,11.2
"Loiza Municipio, Puerto Rico",2018,May,8.5
"Loiza Municipio, Puerto Rico",2018,April,8.7
"Loiza Municipio, Puerto Rico",2018,March,9.0
"Loiza Municipio, Puerto Rico",2018,February,9.0
"Loiza Municipio, Puerto Rico",2018,January,9.6
"Luquillo Municipio, Puerto Rico",2018,May,14.7
"Luquillo Municipio, Puerto Rico",2018,April,14.4
"Luquillo Municipio, Puerto Rico",2018,March,15.1
"Luquillo Municipio, Puerto Rico",2018,February,14.7
"Luquillo Municipio, Puerto Rico",2018,January,15.2
"Manati Municipio, Puerto Rico",2018,May,8.8
"Manati Municipio, Puerto Rico",2018,April,9.1
"Manati Municipio, Puerto Rico",2018,March,9.1
"Manati Municipio, Puerto Rico",2018,February,9.3
"Manati Municipio, Puerto Rico",2018,January,10.0
"Maricao Municipio, Puerto Rico",2018,May,16.6
"Maricao Municipio, Puerto Rico",2018,April,16.9
"Maricao Municipio, Puerto Rico",2018,March,19.2
"Maricao Municipio, Puerto Rico",2018,February,19.8
"Maricao Municipio, Puerto Rico",2018,January,19.2
"Maunabo Municipio, Puerto Rico",2018,May,17.0
"Maunabo Municipio, Puerto Rico",2018,April,16.6
"Maunabo Municipio, Puerto Rico",2018,March,17.9
"Maunabo Municipio, Puerto Rico",2018,February,17.9
"Maunabo Municipio, Puerto Rico",2018,January,18.2
"Mayaguez Municipio, Puerto Rico",2018,May,11.2
"Mayaguez Municipio, Puerto Rico",2018,April,11.4
"Mayaguez Municipio, Puerto Rico",2018,March,11.2
"Mayaguez Municipio, Puerto Rico",2018,February,11.6
"Mayaguez Municipio, Puerto Rico",2018,January,12.7
"Moca Municipio, Puerto Rico",2018,May,11.6
"Moca Municipio, Puerto Rico",2018,April,12.1
"Moca Municipio, Puerto Rico",2018,March,12.5
"Moca Municipio, Puerto Rico",2018,February,12.8
"Moca Municipio, Puerto Rico",2018,January,13.8
"Morovis Municipio, Puerto Rico",2018,May,9.1
"Morovis Municipio, Puerto Rico",2018,April,9.5
"Morovis Municipio, Puerto Rico",2018,March,9.8
"Morovis Municipio, Puerto Rico",2018,February,10.6
"Morovis Municipio, Puerto Rico",2018,January,11.5
"Naguabo Municipio, Puerto Rico",2018,May,11.4
"Naguabo Municipio, Puerto Rico",2018,April,11.2
"Naguabo Municipio, Puerto Rico",2018,March,11.3
"Naguabo Municipio, Puerto Rico",2018,February,11.4
"Naguabo Municipio, Puerto Rico",2018,January,12.2
"Naranjito Municipio, Puerto Rico",2018,May,9.8
"Naranjito Municipio, Puerto Rico",2018,April,10.0
"Naranjito Municipio, Puerto Rico",2018,March,10.4
"Naranjito Municipio, Puerto Rico",2018,February,10.5
"Naranjito Municipio, Puerto Rico",2018,January,11.5
"Orocovis Municipio, Puerto Rico",2018,May,12.2
"Orocovis Municipio, Puerto Rico",2018,April,12.9
"Orocovis Municipio, Puerto Rico",2018,March,13.8
"Orocovis Municipio, Puerto Rico",2018,February,14.4
"Orocovis Municipio, Puerto Rico",2018,January,15.3
"Patillas Municipio, Puerto Rico",2018,May,18.1
"Patillas Municipio, Puerto Rico",2018,April,18.9
"Patillas Municipio, Puerto Rico",2018,March,20.5
"Patillas Municipio, Puerto Rico",2018,February,20.9
"Patillas Municipio, Puerto Rico",2018,January,22.5
"Penuelas Municipio, Puerto Rico",2018,May,14.0
"Penuelas Municipio, Puerto Rico",2018,April,13.6
"Penuelas Municipio, Puerto Rico",2018,March,14.5
"Penuelas Municipio, Puerto Rico",2018,February,14.4
"Penuelas Municipio, Puerto Rico",2018,January,14.8
"Ponce Municipio, Puerto Rico",2018,May,9.8
"Ponce Municipio, Puerto Rico",2018,April,9.8
"Ponce Municipio, Puerto Rico",2018,March,9.8
"Ponce Municipio, Puerto Rico",2018,February,10.0
"Ponce Municipio, Puerto Rico",2018,January,10.6
"Quebradillas Municipio, Puerto Rico",2018,May,14.1
"Quebradillas Municipio, Puerto Rico",2018,April,14.9
"Quebradillas Municipio, Puerto Rico",2018,March,15.5
"Quebradillas Municipio, Puerto Rico",2018,February,15.8
"Quebradillas Municipio, Puerto Rico",2018,January,16.5
"Rincon Municipio, Puerto Rico",2018,May,13.4
"Rincon Municipio, Puerto Rico",2018,April,14.8
"Rincon Municipio, Puerto Rico",2018,March,17.2
"Rincon Municipio, Puerto Rico",2018,February,17.1
"Rincon Municipio, Puerto Rico",2018,January,18.0
"Rio Grande Municipio, Puerto Rico",2018,May,9.7
"Rio Grande Municipio, Puerto Rico",2018,April,9.6
"Rio Grande Municipio, Puerto Rico",2018,March,10.1
"Rio Grande Municipio, Puerto Rico",2018,February,10.4
"Rio Grande Municipio, Puerto Rico",2018,January,10.7
"Sabana Grande Municipio, Puerto Rico",2018,May,13.9
"Sabana Grande Municipio, Puerto Rico",2018,April,14.0
"Sabana Grande Municipio, Puerto Rico",2018,March,14.6
"Sabana Grande Municipio, Puerto Rico",2018,February,14.7
"Sabana Grande Municipio, Puerto Rico",2018,January,16.1
"Salinas Municipio, Puerto Rico",2018,May,15.3
"Salinas Municipio, Puerto Rico",2018,April,13.9
"Salinas Municipio, Puerto Rico",2018,March,14.4
"Salinas Municipio, Puerto Rico",2018,February,14.4
"Salinas Municipio, Puerto Rico",2018,January,16.1
"San German Municipio, Puerto Rico",2018,May,12.6
"San German Municipio, Puerto Rico",2018,April,12.5
"San German Municipio, Puerto Rico",2018,March,12.8
"San German Municipio, Puerto Rico",2018,February,13.2
"San German Municipio, Puerto Rico",2018,January,14.4
"San Juan Municipio, Puerto Rico",2018,May,6.3
"San Juan Municipio, Puerto Rico",2018,April,6.4
"San Juan Municipio, Puerto Rico",2018,March,6.6
"San Juan Municipio, Puerto Rico",2018,February,6.8
"San Juan Municipio, Puerto Rico",2018,January,7.1
"San Lorenzo Municipio, Puerto Rico",2018,May,10.1
"San Lorenzo Municipio, Puerto Rico",2018,April,10.1
"San Lorenzo Municipio, Puerto Rico",2018,March,10.6
"San Lorenzo Municipio, Puerto Rico",2018,February,11.0
"San Lorenzo Municipio, Puerto Rico",2018,January,11.9
"San Sebastian Municipio, Puerto Rico",2018,May,15.0
"San Sebastian Municipio, Puerto Rico",2018,April,15.9
"San Sebastian Municipio, Puerto Rico",2018,March,16.7
"San Sebastian Municipio, Puerto Rico",2018,February,16.9
"San Sebastian Municipio, Puerto Rico",2018,January,17.6
"Santa Isabel Municipio, Puerto Rico",2018,May,12.5
"Santa Isabel Municipio, Puerto Rico",2018,April,12.5
"Santa Isabel Municipio, Puerto Rico",2018,March,12.1
"Santa Isabel Municipio, Puerto Rico",2018,February,12.1
"Santa Isabel Municipio, Puerto Rico",2018,January,12.7
"Toa Alta Municipio, Puerto Rico",2018,May,6.3
"Toa Alta Municipio, Puerto Rico",2018,April,6.4
"Toa Alta Municipio, Puerto Rico",2018,March,6.4
"Toa Alta Municipio, Puerto Rico",2018,February,6.7
"Toa Alta Municipio, Puerto Rico",2018,January,7.4
"Toa Baja Municipio, Puerto Rico",2018,May,6.7
"Toa Baja Municipio, Puerto Rico",2018,April,6.9
"Toa Baja Municipio, Puerto Rico",2018,March,7.1
"Toa Baja Municipio, Puerto Rico",2018,February,7.2
"Toa Baja Municipio, Puerto Rico",2018,January,8.0
"Trujillo Alto Municipio, Puerto Rico",2018,May,5.0
"Trujillo Alto Municipio, Puerto Rico",2018,April,5.2
"Trujillo Alto Municipio, Puerto Rico",2018,March,5.3
"Trujillo Alto Municipio, Puerto Rico",2018,February,5.6
"Trujillo Alto Municipio, Puerto Rico",2018,January,5.6
"Utuado Municipio, Puerto Rico",2018,May,11.3
"Utuado Municipio, Puerto Rico",2018,April,11.7
"Utuado Municipio, Puerto Rico",2018,March,12.4
"Utuado Municipio, Puerto Rico",2018,February,13.0
"Utuado Municipio, Puerto Rico",2018,January,13.8
"Vega Alta Municipio, Puerto Rico",2018,May,8.9
"Vega Alta Municipio, Puerto Rico",2018,April,9.1
"Vega Alta Municipio, Puerto Rico",2018,March,9.1
"Vega Alta Municipio, Puerto Rico",2018,February,9.4
"Vega Alta Municipio, Puerto Rico",2018,January,10.1
"Vega Baja Municipio, Puerto Rico",2018,May,10.5
"Vega Baja Municipio, Puerto Rico",2018,April,10.6
"Vega Baja Municipio, Puerto Rico",2018,March,10.7
"Vega Baja Municipio, Puerto Rico",2018,February,11.2
"Vega Baja Municipio, Puerto Rico",2018,January,12.2
"Vieques Municipio, Puerto Rico",2018,May,18.2
"Vieques Municipio, Puerto Rico",2018,April,18.4
"Vieques Municipio, Puerto Rico",2018,March,21.2
"Vieques Municipio, Puerto Rico",2018,February,21.9
"Vieques Municipio, Puerto Rico",2018,January,24.4
"Villalba Municipio, Puerto Rico",2018,May,15.9
"Villalba Municipio, Puerto Rico",2018,April,16.8
"Villalba Municipio, Puerto Rico",2018,March,18.5
"Villalba Municipio, Puerto Rico",2018,February,18.6
"Villalba Municipio, Puerto Rico",2018,January,19.9
"Yabucoa Municipio, Puerto Rico",2018,May,15.2
"Yabucoa Municipio, Puerto Rico",2018,April,15.3
"Yabucoa Municipio, Puerto Rico",2018,March,16.0
"Yabucoa Municipio, Puerto Rico",2018,February,16.3
"Yabucoa Municipio, Puerto Rico",2018,January,17.6
"Yauco Municipio, Puerto Rico",2018,May,15.6
"Yauco Municipio, Puerto Rico",2018,April,15.6
"Yauco Municipio, Puerto Rico",2018,March,16.4
"Yauco Municipio, Puerto Rico",2018,February,16.7
"Yauco Municipio, Puerto Rico",2018,January,17.2
"Branford town, Connecticut",2018,May,3.3
"Branford town, Connecticut",2018,April,3.2
"Branford town, Connecticut",2018,March,3.7
"Branford town, Connecticut",2018,February,4.1
"Branford town, Connecticut",2018,January,4.3
"Cheshire town, Connecticut",2018,May,2.6
"Cheshire town, Connecticut",2018,April,2.6
"Cheshire town, Connecticut",2018,March,2.9
"Cheshire town, Connecticut",2018,February,3.3
"Cheshire town, Connecticut",2018,January,3.5
"East Hartford town, Connecticut",2018,May,4.7
"East Hartford town, Connecticut",2018,April,5.7
"East Hartford town, Connecticut",2018,March,5.3
"East Hartford town, Connecticut",2018,February,5.6
"East Hartford town, Connecticut",2018,January,5.6
"East Haven town, Connecticut",2018,May,4.0
"East Haven town, Connecticut",2018,April,3.8
"East Haven town, Connecticut",2018,March,4.7
"East Haven town, Connecticut",2018,February,5.1
"East Haven town, Connecticut",2018,January,5.3
"Enfield town, Connecticut",2018,May,3.8
"Enfield town, Connecticut",2018,April,4.0
"Enfield town, Connecticut",2018,March,4.2
"Enfield town, Connecticut",2018,February,4.6
"Enfield town, Connecticut",2018,January,4.6
"Fairfield town, Connecticut",2018,May,3.5
"Fairfield town, Connecticut",2018,April,3.4
"Fairfield town, Connecticut",2018,March,3.5
"Fairfield town, Connecticut",2018,February,3.9
"Fairfield town, Connecticut",2018,January,4.0
"Farmington town, Connecticut",2018,May,2.9
"Farmington town, Connecticut",2018,April,2.9
"Farmington town, Connecticut",2018,March,3.2
"Farmington town, Connecticut",2018,February,3.5
"Farmington town, Connecticut",2018,January,3.7
"Glastonbury town, Connecticut",2018,May,2.7
"Glastonbury town, Connecticut",2018,April,2.4
"Glastonbury town, Connecticut",2018,March,2.6
"Glastonbury town, Connecticut",2018,February,3.0
"Glastonbury town, Connecticut",2018,January,3.1
"Greenwich town, Connecticut",2018,May,3.0
"Greenwich town, Connecticut",2018,April,2.7
"Greenwich town, Connecticut",2018,March,3.1
"Greenwich town, Connecticut",2018,February,3.4
"Greenwich town, Connecticut",2018,January,3.4
"Groton town, Connecticut",2018,May,3.3
"Groton town, Connecticut",2018,April,3.2
"Groton town, Connecticut",2018,March,3.5
"Groton town, Connecticut",2018,February,3.9
"Groton town, Connecticut",2018,January,4.0
"Hamden town, Connecticut",2018,May,3.7
"Hamden town, Connecticut",2018,April,3.3
"Hamden town, Connecticut",2018,March,3.8
"Hamden town, Connecticut",2018,February,4.0
"Hamden town, Connecticut",2018,January,4.2
"Manchester town, Connecticut",2018,May,3.8
"Manchester town, Connecticut",2018,April,3.8
"Manchester town, Connecticut",2018,March,4.2
"Manchester town, Connecticut",2018,February,4.6
"Manchester town, Connecticut",2018,January,4.6
"Mansfield town, Connecticut",2018,May,3.7
"Mansfield town, Connecticut",2018,April,2.9
"Mansfield town, Connecticut",2018,March,3.7
"Mansfield town, Connecticut",2018,February,3.8
"Mansfield town, Connecticut",2018,January,4.4
"Newington town, Connecticut",2018,May,3.3
"Newington town, Connecticut",2018,April,3.4
"Newington town, Connecticut",2018,March,3.8
"Newington town, Connecticut",2018,February,4.0
"Newington town, Connecticut",2018,January,4.0
"New Milford town, Connecticut",2018,May,3.2
"New Milford town, Connecticut",2018,April,3.1
"New Milford town, Connecticut",2018,March,3.9
"New Milford town, Connecticut",2018,February,4.3
"New Milford town, Connecticut",2018,January,4.5
"Newtown town, Connecticut",2018,May,3.1
"Newtown town, Connecticut",2018,April,2.9
"Newtown town, Connecticut",2018,March,3.4
"Newtown town, Connecticut",2018,February,3.9
"Newtown town, Connecticut",2018,January,3.9
"Ridgefield town, Connecticut",2018,May,3.1
"Ridgefield town, Connecticut",2018,April,2.7
"Ridgefield town, Connecticut",2018,March,3.0
"Ridgefield town, Connecticut",2018,February,3.3
"Ridgefield town, Connecticut",2018,January,3.3
"Southington town, Connecticut",2018,May,3.3
"Southington town, Connecticut",2018,April,3.4
"Southington town, Connecticut",2018,March,3.9
"Southington town, Connecticut",2018,February,4.3
"Southington town, Connecticut",2018,January,4.4
"South Windsor town, Connecticut",2018,May,3.2
"South Windsor town, Connecticut",2018,April,3.2
"South Windsor town, Connecticut",2018,March,3.4
"South Windsor town, Connecticut",2018,February,3.6
"South Windsor town, Connecticut",2018,January,3.8
"Stratford town, Connecticut",2018,May,4.2
"Stratford town, Connecticut",2018,April,4.6
"Stratford town, Connecticut",2018,March,4.8
"Stratford town, Connecticut",2018,February,5.2
"Stratford town, Connecticut",2018,January,5.2
"Trumbull town, Connecticut",2018,May,3.6
"Trumbull town, Connecticut",2018,April,3.4
"Trumbull town, Connecticut",2018,March,3.8
"Trumbull town, Connecticut",2018,February,4.1
"Trumbull town, Connecticut",2018,January,4.2
"Vernon town, Connecticut",2018,May,3.8
"Vernon town, Connecticut",2018,April,3.8
"Vernon town, Connecticut",2018,March,4.5
"Vernon town, Connecticut",2018,February,4.8
"Vernon town, Connecticut",2018,January,4.7
"Wallingford town, Connecticut",2018,May,3.3
"Wallingford town, Connecticut",2018,April,3.2
"Wallingford town, Connecticut",2018,March,3.8
"Wallingford town, Connecticut",2018,February,4.1
"Wallingford town, Connecticut",2018,January,4.2
"West Hartford town, Connecticut",2018,May,2.8
"West Hartford town, Connecticut",2018,April,2.6
"West Hartford town, Connecticut",2018,March,2.9
"West Hartford town, Connecticut",2018,February,3.1
"West Hartford town, Connecticut",2018,January,3.3
"Westport town, Connecticut",2018,May,3.0
"Westport town, Connecticut",2018,April,2.8
"Westport town, Connecticut",2018,March,2.9
"Westport town, Connecticut",2018,February,3.1
"Westport town, Connecticut",2018,January,3.2
"Wethersfield town, Connecticut",2018,May,3.6
"Wethersfield town, Connecticut",2018,April,3.6
"Wethersfield town, Connecticut",2018,March,3.8
"Wethersfield town, Connecticut",2018,February,4.2
"Wethersfield town, Connecticut",2018,January,4.3
"Windsor town, Connecticut",2018,May,3.9
"Windsor town, Connecticut",2018,April,3.7
"Windsor town, Connecticut",2018,March,4.1
"Windsor town, Connecticut",2018,February,4.5
"Windsor town, Connecticut",2018,January,4.4
"Andover town, Massachusetts",2018,May,2.8
"Andover town, Massachusetts",2018,April,2.6
"Andover town, Massachusetts",2018,March,2.9
"Andover town, Massachusetts",2018,February,3.1
"Andover town, Massachusetts",2018,January,3.1
"Arlington town, Massachusetts",2018,May,2.3
"Arlington town, Massachusetts",2018,April,2.1
"Arlington town, Massachusetts",2018,March,2.4
"Arlington town, Massachusetts",2018,February,2.5
"Arlington town, Massachusetts",2018,January,2.7
"Belmont town, Massachusetts",2018,May,2.1
"Belmont town, Massachusetts",2018,April,2.1
"Belmont town, Massachusetts",2018,March,2.3
"Belmont town, Massachusetts",2018,February,2.5
"Belmont town, Massachusetts",2018,January,2.6
"Billerica town, Massachusetts",2018,May,3.1
"Billerica town, Massachusetts",2018,April,3.0
"Billerica town, Massachusetts",2018,March,3.5
"Billerica town, Massachusetts",2018,February,3.7
"Billerica town, Massachusetts",2018,January,3.8
"Brookline town, Massachusetts",2018,May,2.3
"Brookline town, Massachusetts",2018,April,2.1
"Brookline town, Massachusetts",2018,March,2.2
"Brookline town, Massachusetts",2018,February,2.2
"Brookline town, Massachusetts",2018,January,2.3
"Burlington town, Massachusetts",2018,May,2.7
"Burlington town, Massachusetts",2018,April,2.5
"Burlington town, Massachusetts",2018,March,2.8
"Burlington town, Massachusetts",2018,February,2.9
"Burlington town, Massachusetts",2018,January,2.9
"Chelmsford town, Massachusetts",2018,May,2.9
"Chelmsford town, Massachusetts",2018,April,2.8
"Chelmsford town, Massachusetts",2018,March,3.2
"Chelmsford town, Massachusetts",2018,February,3.5
"Chelmsford town, Massachusetts",2018,January,3.5
"Danvers town, Massachusetts",2018,May,3.1
"Danvers town, Massachusetts",2018,April,3.0
"Danvers town, Massachusetts",2018,March,3.4
"Danvers town, Massachusetts",2018,February,3.6
"Danvers town, Massachusetts",2018,January,3.7
"Dartmouth town, Massachusetts",2018,May,3.3
"Dartmouth town, Massachusetts",2018,April,3.5
"Dartmouth town, Massachusetts",2018,March,4.9
"Dartmouth town, Massachusetts",2018,February,5.3
"Dartmouth town, Massachusetts",2018,January,5.7
"Dedham town, Massachusetts",2018,May,2.9
"Dedham town, Massachusetts",2018,April,2.9
"Dedham town, Massachusetts",2018,March,3.3
"Dedham town, Massachusetts",2018,February,3.4
"Dedham town, Massachusetts",2018,January,3.2
"Dracut town, Massachusetts",2018,May,3.2
"Dracut town, Massachusetts",2018,April,3.3
"Dracut town, Massachusetts",2018,March,3.8
"Dracut town, Massachusetts",2018,February,4.0
"Dracut town, Massachusetts",2018,January,4.1
"Easton town, Massachusetts",2018,May,2.8
"Easton town, Massachusetts",2018,April,2.6
"Easton town, Massachusetts",2018,March,2.9
"Easton town, Massachusetts",2018,February,3.1
"Easton town, Massachusetts",2018,January,3.3
"Falmouth town, Massachusetts",2018,May,3.8
"Falmouth town, Massachusetts",2018,April,4.4
"Falmouth town, Massachusetts",2018,March,5.9
"Falmouth town, Massachusetts",2018,February,6.9
"Falmouth town, Massachusetts",2018,January,6.9
"Lexington town, Massachusetts",2018,May,2.6
"Lexington town, Massachusetts",2018,April,2.5
"Lexington town, Massachusetts",2018,March,2.7
"Lexington town, Massachusetts",2018,February,2.9
"Lexington town, Massachusetts",2018,January,2.8
"Marshfield town, Massachusetts",2018,May,3.0
"Marshfield town, Massachusetts",2018,April,3.0
"Marshfield town, Massachusetts",2018,March,3.8
"Marshfield town, Massachusetts",2018,February,4.0
"Marshfield town, Massachusetts",2018,January,4.2
"Milford town, Massachusetts",2018,May,3.3
"Milford town, Massachusetts",2018,April,3.4
"Milford town, Massachusetts",2018,March,3.9
"Milford town, Massachusetts",2018,February,4.2
"Milford town, Massachusetts",2018,January,4.3
"Milton town, Massachusetts",2018,May,2.9
"Milton town, Massachusetts",2018,April,2.7
"Milton town, Massachusetts",2018,March,2.9
"Milton town, Massachusetts",2018,February,3.3
"Milton town, Massachusetts",2018,January,3.2
"Natick town, Massachusetts",2018,May,2.7
"Natick town, Massachusetts",2018,April,2.5
"Natick town, Massachusetts",2018,March,2.9
"Natick town, Massachusetts",2018,February,2.9
"Natick town, Massachusetts",2018,January,2.8
"Needham town, Massachusetts",2018,May,2.6
"Needham town, Massachusetts",2018,April,2.6
"Needham town, Massachusetts",2018,March,2.6
"Needham town, Massachusetts",2018,February,2.7
"Needham town, Massachusetts",2018,January,2.6
"North Andover town, Massachusetts",2018,May,3.2
"North Andover town, Massachusetts",2018,April,2.9
"North Andover town, Massachusetts",2018,March,3.1
"North Andover town, Massachusetts",2018,February,3.2
"North Andover town, Massachusetts",2018,January,3.3
"Norwood town, Massachusetts",2018,May,3.0
"Norwood town, Massachusetts",2018,April,2.9
"Norwood town, Massachusetts",2018,March,3.5
"Norwood town, Massachusetts",2018,February,3.7
"Norwood town, Massachusetts",2018,January,3.9
"Plymouth town, Massachusetts",2018,May,3.3
"Plymouth town, Massachusetts",2018,April,3.5
"Plymouth town, Massachusetts",2018,March,4.4
"Plymouth town, Massachusetts",2018,February,4.9
"Plymouth town, Massachusetts",2018,January,5.1
"Reading town, Massachusetts",2018,May,2.5
"Reading town, Massachusetts",2018,April,2.3
"Reading town, Massachusetts",2018,March,2.6
"Reading town, Massachusetts",2018,February,3.0
"Reading town, Massachusetts",2018,January,3.1
"Saugus town, Massachusetts",2018,May,3.1
"Saugus town, Massachusetts",2018,April,2.9
"Saugus town, Massachusetts",2018,March,3.2
"Saugus town, Massachusetts",2018,February,3.5
"Saugus town, Massachusetts",2018,January,3.7
"Shrewsbury town, Massachusetts",2018,May,2.8
"Shrewsbury town, Massachusetts",2018,April,2.7
"Shrewsbury town, Massachusetts",2018,March,3.0
"Shrewsbury town, Massachusetts",2018,February,3.3
"Shrewsbury town, Massachusetts",2018,January,3.3
"Stoughton town, Massachusetts",2018,May,3.4
"Stoughton town, Massachusetts",2018,April,3.4
"Stoughton town, Massachusetts",2018,March,3.9
"Stoughton town, Massachusetts",2018,February,4.1
"Stoughton town, Massachusetts",2018,January,4.1
"Tewksbury town, Massachusetts",2018,May,3.3
"Tewksbury town, Massachusetts",2018,April,3.0
"Tewksbury town, Massachusetts",2018,March,3.3
"Tewksbury town, Massachusetts",2018,February,3.7
"Tewksbury town, Massachusetts",2018,January,3.7
"Wakefield town, Massachusetts",2018,May,2.8
"Wakefield town, Massachusetts",2018,April,2.8
"Wakefield town, Massachusetts",2018,March,3.0
"Wakefield town, Massachusetts",2018,February,3.4
"Wakefield town, Massachusetts",2018,January,3.5
"Walpole town, Massachusetts",2018,May,3.0
"Walpole town, Massachusetts",2018,April,3.0
"Walpole town, Massachusetts",2018,March,3.6
"Walpole town, Massachusetts",2018,February,3.8
"Walpole town, Massachusetts",2018,January,3.7
"Wellesley town, Massachusetts",2018,May,2.7
"Wellesley town, Massachusetts",2018,April,2.4
"Wellesley town, Massachusetts",2018,March,2.6
"Wellesley town, Massachusetts",2018,February,2.8
"Wellesley town, Massachusetts",2018,January,2.7
"Yarmouth town, Massachusetts",2018,May,3.7
"Yarmouth town, Massachusetts",2018,April,4.3
"Yarmouth town, Massachusetts",2018,March,6.3
"Yarmouth town, Massachusetts",2018,February,7.3
"Yarmouth town, Massachusetts",2018,January,7.5
"Allendale charter township, Michigan",2018,May,3.2
"Allendale charter township, Michigan",2018,April,3.3
"Allendale charter township, Michigan",2018,March,3.8
"Allendale charter township, Michigan",2018,February,4.3
"Allendale charter township, Michigan",2018,January,4.3
"Bedford township (Monroe County), Michigan",2018,May,3.2
"Bedford township (Monroe County), Michigan",2018,April,3.0
"Bedford township (Monroe County), Michigan",2018,March,3.4
"Bedford township (Monroe County), Michigan",2018,February,4.0
"Bedford township (Monroe County), Michigan",2018,January,4.2
"Blackman charter township, Michigan",2018,May,4.0
"Blackman charter township, Michigan",2018,April,4.2
"Blackman charter township, Michigan",2018,March,4.8
"Blackman charter township, Michigan",2018,February,5.3
"Blackman charter township, Michigan",2018,January,5.6
"Bloomfield charter township (Oakland County), Michigan",2018,May,2.0
"Bloomfield charter township (Oakland County), Michigan",2018,April,2.1
"Bloomfield charter township (Oakland County), Michigan",2018,March,2.5
"Bloomfield charter township (Oakland County), Michigan",2018,February,2.6
"Bloomfield charter township (Oakland County), Michigan",2018,January,2.6
"Brownstown charter township, Michigan",2018,May,2.3
"Brownstown charter township, Michigan",2018,April,2.3
"Brownstown charter township, Michigan",2018,March,2.8
"Brownstown charter township, Michigan",2018,February,3.0
"Brownstown charter township, Michigan",2018,January,3.0
"Byron township, Michigan",2018,May,1.9
"Byron township, Michigan",2018,April,1.9
"Byron township, Michigan",2018,March,2.2
"Byron township, Michigan",2018,February,2.4
"Byron township, Michigan",2018,January,2.5
"Canton charter township, Michigan",2018,May,1.8
"Canton charter township, Michigan",2018,April,1.8
"Canton charter township, Michigan",2018,March,2.2
"Canton charter township, Michigan",2018,February,2.3
"Canton charter township, Michigan",2018,January,2.4
"Chesterfield township, Michigan",2018,May,3.3
