Place,Year,Month,Unemployment Rate
"High Point city, North Carolina",2018,February,4.7
"High Point city, North Carolina",2018,January,4.8
"Holly Springs town, North Carolina",2018,May,3.1
"Holly Springs town, North Carolina",2018,April,3.0
"Holly Springs town, North Carolina",2018,March,3.3
"Holly Springs town, North Carolina",2018,February,3.5
"Holly Springs town, North Carolina",2018,January,3.4
"Huntersville town, North Carolina",2018,May,3.1
"Huntersville town, North Carolina",2018,April,2.9
"Huntersville town, North Carolina",2018,March,3.1
"Huntersville town, North Carolina",2018,February,3.3
"Huntersville town, North Carolina",2018,January,3.6
"Indian Trail town, North Carolina",2018,May,3.2
"Indian Trail town, North Carolina",2018,April,3.2
"Indian Trail town, North Carolina",2018,March,3.5
"Indian Trail town, North Carolina",2018,February,3.8
"Indian Trail town, North Carolina",2018,January,3.6
"Jacksonville city, North Carolina",2018,May,5.6
"Jacksonville city, North Carolina",2018,April,5.2
"Jacksonville city, North Carolina",2018,March,5.7
"Jacksonville city, North Carolina",2018,February,6.1
"Jacksonville city, North Carolina",2018,January,6.0
"Kannapolis city, North Carolina",2018,May,3.8
"Kannapolis city, North Carolina",2018,April,3.7
"Kannapolis city, North Carolina",2018,March,4.1
"Kannapolis city, North Carolina",2018,February,4.4
"Kannapolis city, North Carolina",2018,January,4.4
"Kernersville town, North Carolina",2018,May,3.3
"Kernersville town, North Carolina",2018,April,3.3
"Kernersville town, North Carolina",2018,March,3.8
"Kernersville town, North Carolina",2018,February,3.5
"Kernersville town, North Carolina",2018,January,3.7
"Kinston city, North Carolina",2018,May,5.4
"Kinston city, North Carolina",2018,April,4.9
"Kinston city, North Carolina",2018,March,5.4
"Kinston city, North Carolina",2018,February,5.3
"Kinston city, North Carolina",2018,January,5.3
"Matthews town, North Carolina",2018,May,3.3
"Matthews town, North Carolina",2018,April,3.3
"Matthews town, North Carolina",2018,March,3.4
"Matthews town, North Carolina",2018,February,3.6
"Matthews town, North Carolina",2018,January,3.5
"Mint Hill town, North Carolina",2018,May,3.3
"Mint Hill town, North Carolina",2018,April,3.4
"Mint Hill town, North Carolina",2018,March,3.7
"Mint Hill town, North Carolina",2018,February,3.9
"Mint Hill town, North Carolina",2018,January,3.8
"Monroe city, North Carolina",2018,May,3.9
"Monroe city, North Carolina",2018,April,3.7
"Monroe city, North Carolina",2018,March,4.1
"Monroe city, North Carolina",2018,February,4.3
"Monroe city, North Carolina",2018,January,4.3
"Mooresville town, North Carolina",2018,May,3.8
"Mooresville town, North Carolina",2018,April,3.5
"Mooresville town, North Carolina",2018,March,3.7
"Mooresville town, North Carolina",2018,February,4.2
"Mooresville town, North Carolina",2018,January,4.5
"Morrisville town, North Carolina",2018,May,2.8
"Morrisville town, North Carolina",2018,April,2.7
"Morrisville town, North Carolina",2018,March,2.9
"Morrisville town, North Carolina",2018,February,2.9
"Morrisville town, North Carolina",2018,January,3.0
"New Bern city, North Carolina",2018,May,3.9
"New Bern city, North Carolina",2018,April,3.8
"New Bern city, North Carolina",2018,March,4.2
"New Bern city, North Carolina",2018,February,4.5
"New Bern city, North Carolina",2018,January,4.4
"Raleigh city, North Carolina",2018,May,3.5
"Raleigh city, North Carolina",2018,April,3.4
"Raleigh city, North Carolina",2018,March,3.7
"Raleigh city, North Carolina",2018,February,3.9
"Raleigh city, North Carolina",2018,January,4.0
"Rocky Mount city, North Carolina",2018,May,7.2
"Rocky Mount city, North Carolina",2018,April,7.0
"Rocky Mount city, North Carolina",2018,March,6.8
"Rocky Mount city, North Carolina",2018,February,7.2
"Rocky Mount city, North Carolina",2018,January,7.1
"Salisbury city, North Carolina",2018,May,4.8
"Salisbury city, North Carolina",2018,April,4.8
"Salisbury city, North Carolina",2018,March,5.1
"Salisbury city, North Carolina",2018,February,5.3
"Salisbury city, North Carolina",2018,January,5.4
"Sanford city, North Carolina",2018,May,4.9
"Sanford city, North Carolina",2018,April,4.6
"Sanford city, North Carolina",2018,March,4.6
"Sanford city, North Carolina",2018,February,4.9
"Sanford city, North Carolina",2018,January,4.9
"Statesville city, North Carolina",2018,May,4.5
"Statesville city, North Carolina",2018,April,4.3
"Statesville city, North Carolina",2018,March,4.6
"Statesville city, North Carolina",2018,February,4.8
"Statesville city, North Carolina",2018,January,5.2
"Thomasville city, North Carolina",2018,May,4.2
"Thomasville city, North Carolina",2018,April,3.8
"Thomasville city, North Carolina",2018,March,4.1
"Thomasville city, North Carolina",2018,February,4.6
"Thomasville city, North Carolina",2018,January,4.6
"Wake Forest town, North Carolina",2018,May,3.3
"Wake Forest town, North Carolina",2018,April,3.2
"Wake Forest town, North Carolina",2018,March,3.4
"Wake Forest town, North Carolina",2018,February,3.6
"Wake Forest town, North Carolina",2018,January,3.5
"Wilmington city, North Carolina",2018,May,3.8
"Wilmington city, North Carolina",2018,April,3.6
"Wilmington city, North Carolina",2018,March,4.0
"Wilmington city, North Carolina",2018,February,4.2
"Wilmington city, North Carolina",2018,January,4.3
"Wilson city, North Carolina",2018,May,7.7
"Wilson city, North Carolina",2018,April,7.1
"Wilson city, North Carolina",2018,March,6.8
"Wilson city, North Carolina",2018,February,7.2
"Wilson city, North Carolina",2018,January,7.7
"Winston-Salem city, North Carolina",2018,May,4.0
"Winston-Salem city, North Carolina",2018,April,3.8
"Winston-Salem city, North Carolina",2018,March,4.1
"Winston-Salem city, North Carolina",2018,February,4.4
"Winston-Salem city, North Carolina",2018,January,4.5
"Bismarck city, North Dakota",2018,May,2.0
"Bismarck city, North Dakota",2018,April,2.8
"Bismarck city, North Dakota",2018,March,3.3
"Bismarck city, North Dakota",2018,February,3.4
"Bismarck city, North Dakota",2018,January,3.4
"Fargo city, North Dakota",2018,May,1.8
"Fargo city, North Dakota",2018,April,2.4
"Fargo city, North Dakota",2018,March,2.9
"Fargo city, North Dakota",2018,February,2.8
"Fargo city, North Dakota",2018,January,2.8
"Grand Forks city, North Dakota",2018,May,1.6
"Grand Forks city, North Dakota",2018,April,2.2
"Grand Forks city, North Dakota",2018,March,2.4
"Grand Forks city, North Dakota",2018,February,2.4
"Grand Forks city, North Dakota",2018,January,2.4
"Minot city, North Dakota",2018,May,2.1
"Minot city, North Dakota",2018,April,2.9
"Minot city, North Dakota",2018,March,3.4
"Minot city, North Dakota",2018,February,3.5
"Minot city, North Dakota",2018,January,3.4
"West Fargo city, North Dakota",2018,May,1.6
"West Fargo city, North Dakota",2018,April,2.1
"West Fargo city, North Dakota",2018,March,2.7
"West Fargo city, North Dakota",2018,February,2.7
"West Fargo city, North Dakota",2018,January,2.8
"Williston city, North Dakota",2018,May,1.6
"Williston city, North Dakota",2018,April,2.0
"Williston city, North Dakota",2018,March,2.5
"Williston city, North Dakota",2018,February,2.5
"Williston city, North Dakota",2018,January,2.5
"Akron city, Ohio",2018,May,4.8
"Akron city, Ohio",2018,April,5.3
"Akron city, Ohio",2018,March,5.8
"Akron city, Ohio",2018,February,6.0
"Akron city, Ohio",2018,January,6.2
"Athens city, Ohio",2018,May,5.0
"Athens city, Ohio",2018,April,4.6
"Athens city, Ohio",2018,March,5.1
"Athens city, Ohio",2018,February,5.6
"Athens city, Ohio",2018,January,6.1
"Barberton city, Ohio",2018,May,4.5
"Barberton city, Ohio",2018,April,5.3
"Barberton city, Ohio",2018,March,6.1
"Barberton city, Ohio",2018,February,6.6
"Barberton city, Ohio",2018,January,6.7
"Beavercreek city, Ohio",2018,May,3.4
"Beavercreek city, Ohio",2018,April,3.3
"Beavercreek city, Ohio",2018,March,3.4
"Beavercreek city, Ohio",2018,February,3.7
"Beavercreek city, Ohio",2018,January,3.8
"Bowling Green city, Ohio",2018,May,3.9
"Bowling Green city, Ohio",2018,April,3.8
"Bowling Green city, Ohio",2018,March,4.1
"Bowling Green city, Ohio",2018,February,4.5
"Bowling Green city, Ohio",2018,January,4.6
"Brunswick city, Ohio",2018,May,3.9
"Brunswick city, Ohio",2018,April,3.8
"Brunswick city, Ohio",2018,March,4.4
"Brunswick city, Ohio",2018,February,4.8
"Brunswick city, Ohio",2018,January,4.3
"Canton city, Ohio",2018,May,5.5
"Canton city, Ohio",2018,April,6.1
"Canton city, Ohio",2018,March,6.3
"Canton city, Ohio",2018,February,6.4
"Canton city, Ohio",2018,January,6.6
"Cincinnati city, Ohio",2018,May,4.3
"Cincinnati city, Ohio",2018,April,4.3
"Cincinnati city, Ohio",2018,March,4.5
"Cincinnati city, Ohio",2018,February,4.7
"Cincinnati city, Ohio",2018,January,4.7
"Cleveland city, Ohio",2018,May,6.3
"Cleveland city, Ohio",2018,April,6.2
"Cleveland city, Ohio",2018,March,6.8
"Cleveland city, Ohio",2018,February,7.3
"Cleveland city, Ohio",2018,January,6.7
"Cleveland Heights city, Ohio",2018,May,4.3
"Cleveland Heights city, Ohio",2018,April,4.0
"Cleveland Heights city, Ohio",2018,March,4.2
"Cleveland Heights city, Ohio",2018,February,4.6
"Cleveland Heights city, Ohio",2018,January,4.2
"Columbus city, Ohio",2018,May,3.7
"Columbus city, Ohio",2018,April,3.8
"Columbus city, Ohio",2018,March,3.9
"Columbus city, Ohio",2018,February,4.1
"Columbus city, Ohio",2018,January,4.0
"Cuyahoga Falls city, Ohio",2018,May,4.2
"Cuyahoga Falls city, Ohio",2018,April,4.5
"Cuyahoga Falls city, Ohio",2018,March,4.8
"Cuyahoga Falls city, Ohio",2018,February,4.9
"Cuyahoga Falls city, Ohio",2018,January,5.0
"Dayton city, Ohio",2018,May,4.9
"Dayton city, Ohio",2018,April,5.1
"Dayton city, Ohio",2018,March,5.3
"Dayton city, Ohio",2018,February,5.6
"Dayton city, Ohio",2018,January,5.7
"Delaware city, Ohio",2018,May,3.4
"Delaware city, Ohio",2018,April,3.4
"Delaware city, Ohio",2018,March,3.7
"Delaware city, Ohio",2018,February,3.8
"Delaware city, Ohio",2018,January,3.8
"Dublin city, Ohio",2018,May,3.2
"Dublin city, Ohio",2018,April,3.1
"Dublin city, Ohio",2018,March,3.1
"Dublin city, Ohio",2018,February,3.3
"Dublin city, Ohio",2018,January,3.2
"Elyria city, Ohio",2018,May,5.2
"Elyria city, Ohio",2018,April,5.3
"Elyria city, Ohio",2018,March,5.9
"Elyria city, Ohio",2018,February,6.5
"Elyria city, Ohio",2018,January,6.1
"Euclid city, Ohio",2018,May,5.8
"Euclid city, Ohio",2018,April,5.6
"Euclid city, Ohio",2018,March,5.9
"Euclid city, Ohio",2018,February,6.6
"Euclid city, Ohio",2018,January,6.0
"Fairborn city, Ohio",2018,May,4.1
"Fairborn city, Ohio",2018,April,4.1
"Fairborn city, Ohio",2018,March,4.4
"Fairborn city, Ohio",2018,February,4.5
"Fairborn city, Ohio",2018,January,4.5
"Fairfield city, Ohio",2018,May,3.5
"Fairfield city, Ohio",2018,April,3.6
"Fairfield city, Ohio",2018,March,3.8
"Fairfield city, Ohio",2018,February,4.0
"Fairfield city, Ohio",2018,January,3.9
"Findlay city, Ohio",2018,May,3.4
"Findlay city, Ohio",2018,April,3.3
"Findlay city, Ohio",2018,March,3.5
"Findlay city, Ohio",2018,February,3.8
"Findlay city, Ohio",2018,January,3.9
"Gahanna city, Ohio",2018,May,3.4
"Gahanna city, Ohio",2018,April,3.4
"Gahanna city, Ohio",2018,March,3.5
"Gahanna city, Ohio",2018,February,3.6
"Gahanna city, Ohio",2018,January,3.7
"Garfield Heights city, Ohio",2018,May,5.9
"Garfield Heights city, Ohio",2018,April,6.3
"Garfield Heights city, Ohio",2018,March,6.7
"Garfield Heights city, Ohio",2018,February,7.2
"Garfield Heights city, Ohio",2018,January,6.4
"Green city, Ohio",2018,May,3.9
"Green city, Ohio",2018,April,4.2
"Green city, Ohio",2018,March,4.6
"Green city, Ohio",2018,February,4.7
"Green city, Ohio",2018,January,4.7
"Grove City city, Ohio",2018,May,3.4
"Grove City city, Ohio",2018,April,3.5
"Grove City city, Ohio",2018,March,3.8
"Grove City city, Ohio",2018,February,4.0
"Grove City city, Ohio",2018,January,4.1
"Hamilton city, Ohio",2018,May,4.3
"Hamilton city, Ohio",2018,April,4.5
"Hamilton city, Ohio",2018,March,4.8
"Hamilton city, Ohio",2018,February,5.3
"Hamilton city, Ohio",2018,January,5.4
"Hilliard city, Ohio",2018,May,3.1
"Hilliard city, Ohio",2018,April,3.1
"Hilliard city, Ohio",2018,March,3.3
"Hilliard city, Ohio",2018,February,3.4
"Hilliard city, Ohio",2018,January,3.3
"Huber Heights city, Ohio",2018,May,4.4
"Huber Heights city, Ohio",2018,April,4.4
"Huber Heights city, Ohio",2018,March,4.5
"Huber Heights city, Ohio",2018,February,4.8
"Huber Heights city, Ohio",2018,January,4.9
"Kent city, Ohio",2018,May,3.8
"Kent city, Ohio",2018,April,3.8
"Kent city, Ohio",2018,March,4.1
"Kent city, Ohio",2018,February,4.6
"Kent city, Ohio",2018,January,4.6
"Kettering city, Ohio",2018,May,3.7
"Kettering city, Ohio",2018,April,3.8
"Kettering city, Ohio",2018,March,4.0
"Kettering city, Ohio",2018,February,4.4
"Kettering city, Ohio",2018,January,4.4
"Lakewood city, Ohio",2018,May,3.9
"Lakewood city, Ohio",2018,April,3.7
"Lakewood city, Ohio",2018,March,4.0
"Lakewood city, Ohio",2018,February,4.3
"Lakewood city, Ohio",2018,January,3.9
"Lancaster city, Ohio",2018,May,4.2
"Lancaster city, Ohio",2018,April,4.7
"Lancaster city, Ohio",2018,March,5.0
"Lancaster city, Ohio",2018,February,5.4
"Lancaster city, Ohio",2018,January,5.5
"Lima city, Ohio",2018,May,5.2
"Lima city, Ohio",2018,April,5.3
"Lima city, Ohio",2018,March,5.7
"Lima city, Ohio",2018,February,5.9
"Lima city, Ohio",2018,January,5.9
"Lorain city, Ohio",2018,May,6.2
"Lorain city, Ohio",2018,April,6.1
"Lorain city, Ohio",2018,March,7.1
"Lorain city, Ohio",2018,February,7.9
"Lorain city, Ohio",2018,January,7.6
"Mansfield city, Ohio",2018,May,5.1
"Mansfield city, Ohio",2018,April,5.6
"Mansfield city, Ohio",2018,March,5.8
"Mansfield city, Ohio",2018,February,6.1
"Mansfield city, Ohio",2018,January,6.3
"Maple Heights city, Ohio",2018,May,6.8
"Maple Heights city, Ohio",2018,April,6.9
"Maple Heights city, Ohio",2018,March,7.1
"Maple Heights city, Ohio",2018,February,7.4
"Maple Heights city, Ohio",2018,January,6.7
"Marion city, Ohio",2018,May,4.5
"Marion city, Ohio",2018,April,4.8
"Marion city, Ohio",2018,March,5.1
"Marion city, Ohio",2018,February,5.3
"Marion city, Ohio",2018,January,5.5
"Mason city, Ohio",2018,May,3.5
"Mason city, Ohio",2018,April,3.5
"Mason city, Ohio",2018,March,3.8
"Mason city, Ohio",2018,February,4.0
"Mason city, Ohio",2018,January,4.0
"Massillon city, Ohio",2018,May,4.9
"Massillon city, Ohio",2018,April,5.6
"Massillon city, Ohio",2018,March,6.1
"Massillon city, Ohio",2018,February,5.9
"Massillon city, Ohio",2018,January,6.0
"Medina city, Ohio",2018,May,4.4
"Medina city, Ohio",2018,April,4.2
"Medina city, Ohio",2018,March,4.7
"Medina city, Ohio",2018,February,5.1
"Medina city, Ohio",2018,January,4.8
"Mentor city, Ohio",2018,May,3.9
"Mentor city, Ohio",2018,April,3.8
"Mentor city, Ohio",2018,March,4.3
"Mentor city, Ohio",2018,February,4.8
"Mentor city, Ohio",2018,January,4.4
"Middletown city, Ohio",2018,May,4.9
"Middletown city, Ohio",2018,April,5.2
"Middletown city, Ohio",2018,March,5.4
"Middletown city, Ohio",2018,February,5.7
"Middletown city, Ohio",2018,January,5.8
"Newark city, Ohio",2018,May,4.0
"Newark city, Ohio",2018,April,4.0
"Newark city, Ohio",2018,March,4.3
"Newark city, Ohio",2018,February,4.6
"Newark city, Ohio",2018,January,4.9
"North Olmsted city, Ohio",2018,May,4.0
"North Olmsted city, Ohio",2018,April,3.8
"North Olmsted city, Ohio",2018,March,4.4
"North Olmsted city, Ohio",2018,February,4.8
"North Olmsted city, Ohio",2018,January,4.4
"North Ridgeville city, Ohio",2018,May,4.3
"North Ridgeville city, Ohio",2018,April,4.1
"North Ridgeville city, Ohio",2018,March,4.7
"North Ridgeville city, Ohio",2018,February,5.0
"North Ridgeville city, Ohio",2018,January,4.6
"North Royalton city, Ohio",2018,May,4.3
"North Royalton city, Ohio",2018,April,4.2
"North Royalton city, Ohio",2018,March,4.7
"North Royalton city, Ohio",2018,February,5.0
"North Royalton city, Ohio",2018,January,4.5
"Parma city, Ohio",2018,May,4.7
"Parma city, Ohio",2018,April,4.8
"Parma city, Ohio",2018,March,5.4
"Parma city, Ohio",2018,February,5.9
"Parma city, Ohio",2018,January,5.4
"Reynoldsburg city, Ohio",2018,May,3.6
"Reynoldsburg city, Ohio",2018,April,3.9
"Reynoldsburg city, Ohio",2018,March,4.0
"Reynoldsburg city, Ohio",2018,February,4.1
"Reynoldsburg city, Ohio",2018,January,4.2
"Riverside city, Ohio",2018,May,4.5
"Riverside city, Ohio",2018,April,4.6
"Riverside city, Ohio",2018,March,5.2
"Riverside city, Ohio",2018,February,5.4
"Riverside city, Ohio",2018,January,5.6
"Sandusky city, Ohio",2018,May,5.8
"Sandusky city, Ohio",2018,April,6.1
"Sandusky city, Ohio",2018,March,6.4
"Sandusky city, Ohio",2018,February,7.1
