state_id,enero_2011,febrero_2011,marzo_2011,abril_2011,mayo_2011,junio_2011,julio_2011,agosto_2011,septiembre_2011,octubre_2011,noviembre_2011,diciembre_2011,enero_2012,febrero_2012,marzo_2012,abril_2012,mayo_2012,junio_2012,julio_2012,agosto_2012,septiembre_2012,octubre_2012,noviembre_2012,diciembre_2012,enero_2013,febrero_2013,marzo_2013,abril_2013,mayo_2013,junio_2013,julio_2013,agosto_2013,septiembre_2013,octubre_2013,noviembre_2013,diciembre_2013,enero_2014,febrero_2014,marzo_2014,abril_2014,mayo_2014,junio_2014,julio_2014,agosto_2014,septiembre_2014,octubre_2014,noviembre_2014,diciembre_2014,enero_2015,febrero_2015,marzo_2015,abril_2015,mayo_2015,junio_2015,julio_2015,agosto_2015,septiembre_2015,octubre_2015,noviembre_2015,diciembre_2015,enero_2016,febrero_2016,marzo_2016,abril_2016,mayo_2016,junio_2016,julio_2016,agosto_2016,septiembre_2016,octubre_2016,noviembre_2016,diciembre_2016
New Jersey,181159.2333333333,181159.2333333333,181159.2333333333,182579.63333333333,182579.63333333333,182579.63333333333,182490.43333333335,182490.43333333335,182490.43333333335,185076.5,185076.5,185076.5,186922.03333333333,186922.03333333333,186922.03333333333,186640.19999999998,186640.19999999998,186640.19999999998,188236.5,188236.5,188236.5,185840.9,185840.9,185840.9,191079.63333333333,191079.63333333333,191079.63333333333,189819.83333333334,189819.83333333334,189819.83333333334,189828.66666666666,189828.66666666666,189828.66666666666,190541.7666666667,190541.7666666667,190541.7666666667,188499.46666666667,188499.46666666667,188499.46666666667,190055.1,190055.1,190055.1,190980.9,190980.9,190980.9,191393.06666666665,191393.06666666665,191393.06666666665,192724.03333333333,192724.03333333333,192724.03333333333,194136.30000000002,194136.30000000002,194136.30000000002,194390.83333333334,194390.83333333334,194390.83333333334,193968.7666666667,193968.7666666667,193968.7666666667,195486.7333333333,195486.7333333333,195486.7333333333,195193.6,195193.6,195193.6,195913.03333333333,195913.03333333333,195913.03333333333,196139.5,196139.5,196139.5
New Mexico,29699.7,29699.7,29699.7,30196.166666666668,30196.166666666668,30196.166666666668,30249.8,30249.8,30249.8,30590.733333333334,30590.733333333334,30590.733333333334,30317.3,30317.3,30317.3,30660.433333333334,30660.433333333334,30660.433333333334,30223.63333333333,30223.63333333333,30223.63333333333,29815.13333333333,29815.13333333333,29815.13333333333,29931.86666666667,29931.86666666667,29931.86666666667,29936.766666666666,29936.766666666666,29936.766666666666,29986.233333333334,29986.233333333334,29986.233333333334,30283.86666666667,30283.86666666667,30283.86666666667,30205.13333333333,30205.13333333333,30205.13333333333,30597.5,30597.5,30597.5,31070.7,31070.7,31070.7,31621.433333333334,31621.433333333334,31621.433333333334,31328.833333333332,31328.833333333332,31328.833333333332,31159.5,31159.5,31159.5,31147.033333333336,31147.033333333336,31147.033333333336,31036.466666666664,31036.466666666664,31036.466666666664,31098.033333333336,31098.033333333336,31098.033333333336,31070.466666666664,31070.466666666664,31070.466666666664,30913.066666666666,30913.066666666666,30913.066666666666,30976.433333333334,30976.433333333334,30976.433333333334
New York,482827.6333333333,482827.6333333333,482827.6333333333,478183.93333333335,478183.93333333335,478183.93333333335,477273.2,477273.2,477273.2,482177.6333333333,482177.6333333333,482177.6333333333,489025.0,489025.0,489025.0,496729.5333333334,496729.5333333334,496729.5333333334,501824.43333333335,501824.43333333335,501824.43333333335,507461.2,507461.2,507461.2,495708.56666666665,495708.56666666665,495708.56666666665,498390.0,498390.0,498390.0,500794.23333333334,500794.23333333334,500794.23333333334,507531.26666666666,507531.26666666666,507531.26666666666,504054.43333333335,504054.43333333335,504054.43333333335,507889.8,507889.8,507889.8,514678.23333333334,514678.23333333334,514678.23333333334,520545.4666666666,520545.4666666666,520545.4666666666,518411.23333333334,518411.23333333334,518411.23333333334,524735.3333333334,524735.3333333334,524735.3333333334,525253.6,525253.6,525253.6,519380.06666666665,519380.06666666665,519380.06666666665,530025.6,530025.6,530025.6,530989.7666666667,530989.7666666667,530989.7666666667,528047.1666666666,528047.1666666666,528047.1666666666,531694.5333333333,531694.5333333333,531694.5333333333
North Carolina,161185.80000000002,161185.80000000002,161185.80000000002,162830.06666666668,162830.06666666668,162830.06666666668,160711.46666666667,160711.46666666667,160711.46666666667,160873.03333333333,160873.03333333333,160873.03333333333,163820.26666666666,163820.26666666666,163820.26666666666,162285.76666666666,162285.76666666666,162285.76666666666,162977.19999999998,162977.19999999998,162977.19999999998,161752.13333333333,161752.13333333333,161752.13333333333,163969.26666666666,163969.26666666666,163969.26666666666,164664.53333333333,164664.53333333333,164664.53333333333,166831.16666666666,166831.16666666666,166831.16666666666,167810.46666666667,167810.46666666667,167810.46666666667,168296.69999999998,168296.69999999998,168296.69999999998,169023.46666666667,169023.46666666667,169023.46666666667,171057.96666666667,171057.96666666667,171057.96666666667,171331.73333333334,171331.73333333334,171331.73333333334,174252.26666666666,174252.26666666666,174252.26666666666,175062.5,175062.5,175062.5,175464.33333333334,175464.33333333334,175464.33333333334,175526.4,175526.4,175526.4,177785.33333333334,177785.33333333334,177785.33333333334,177529.19999999998,177529.19999999998,177529.19999999998,178953.9,178953.9,178953.9,180809.56666666665,180809.56666666665,180809.56666666665
North Dakota,13546.033333333333,13546.033333333333,13546.033333333333,13982.0,13982.0,13982.0,14513.6,14513.6,14513.6,15692.266666666668,15692.266666666668,15692.266666666668,16757.766666666666,16757.766666666666,16757.766666666666,17816.2,17816.2,17816.2,18195.233333333334,18195.233333333334,18195.233333333334,18333.2,18333.2,18333.2,17691.666666666668,17691.666666666668,17691.666666666668,18008.3,18008.3,18008.3,18496.866666666665,18496.866666666665,18496.866666666665,18724.399999999998,18724.399999999998,18724.399999999998,19101.733333333334,19101.733333333334,19101.733333333334,19946.533333333333,19946.533333333333,19946.533333333333,20365.333333333332,20365.333333333332,20365.333333333332,20843.666666666668,20843.666666666668,20843.666666666668,20419.433333333334,20419.433333333334,20419.433333333334,19556.0,19556.0,19556.0,19231.366666666665,19231.366666666665,19231.366666666665,19052.466666666667,19052.466666666667,19052.466666666667,18558.933333333334,18558.933333333334,18558.933333333334,18039.066666666666,18039.066666666666,18039.066666666666,18178.166666666668,18178.166666666668,18178.166666666668,18231.866666666665,18231.866666666665,18231.866666666665
Ohio,190877.96666666667,190877.96666666667,190877.96666666667,192432.2333333333,192432.2333333333,192432.2333333333,193793.16666666666,193793.16666666666,193793.16666666666,196565.1,196565.1,196565.1,195110.19999999998,195110.19999999998,195110.19999999998,196141.13333333333,196141.13333333333,196141.13333333333,195972.53333333333,195972.53333333333,195972.53333333333,194830.69999999998,194830.69999999998,194830.69999999998,199342.93333333335,199342.93333333335,199342.93333333335,199701.66666666666,199701.66666666666,199701.66666666666,201571.03333333333,201571.03333333333,201571.03333333333,203460.83333333334,203460.83333333334,203460.83333333334,204425.1,204425.1,204425.1,207672.03333333333,207672.03333333333,207672.03333333333,210473.33333333334,210473.33333333334,210473.33333333334,210727.4,210727.4,210727.4,210289.63333333333,210289.63333333333,210289.63333333333,211372.69999999998,211372.69999999998,211372.69999999998,210728.1,210728.1,210728.1,211975.93333333335,211975.93333333335,211975.93333333335,210504.66666666666,210504.66666666666,210504.66666666666,212043.83333333334,212043.83333333334,212043.83333333334,213458.96666666667,213458.96666666667,213458.96666666667,214869.19999999998,214869.19999999998,214869.19999999998
Oklahoma,52637.26666666666,52637.26666666666,52637.26666666666,54051.96666666667,54051.96666666667,54051.96666666667,55170.53333333333,55170.53333333333,55170.53333333333,56619.299999999996,56619.299999999996,56619.299999999996,56977.96666666667,56977.96666666667,56977.96666666667,57517.799999999996,57517.799999999996,57517.799999999996,57124.9,57124.9,57124.9,57734.06666666667,57734.06666666667,57734.06666666667,58418.43333333333,58418.43333333333,58418.43333333333,58162.700000000004,58162.700000000004,58162.700000000004,58341.833333333336,58341.833333333336,58341.833333333336,59859.43333333333,59859.43333333333,59859.43333333333,59862.4,59862.4,59862.4,61046.299999999996,61046.299999999996,61046.299999999996,63355.833333333336,63355.833333333336,63355.833333333336,64501.4,64501.4,64501.4,64479.86666666667,64479.86666666667,64479.86666666667,63677.799999999996,63677.799999999996,63677.799999999996,65006.46666666667,65006.46666666667,65006.46666666667,65225.96666666667,65225.96666666667,65225.96666666667,63939.23333333334,63939.23333333334,63939.23333333334,63409.1,63409.1,63409.1,63115.5,63115.5,63115.5,62994.13333333333,62994.13333333333,62994.13333333333
Oregon,61871.4,61871.4,61871.4,62000.03333333333,62000.03333333333,62000.03333333333,61526.13333333333,61526.13333333333,61526.13333333333,62548.26666666666,62548.26666666666,62548.26666666666,62857.93333333333,62857.93333333333,62857.93333333333,62783.03333333333,62783.03333333333,62783.03333333333,62631.0,62631.0,62631.0,61531.23333333334,61531.23333333334,61531.23333333334,62592.333333333336,62592.333333333336,62592.333333333336,62805.86666666667,62805.86666666667,62805.86666666667,63359.73333333334,63359.73333333334,63359.73333333334,64055.06666666667,64055.06666666667,64055.06666666667,64024.799999999996,64024.799999999996,64024.799999999996,64970.93333333333,64970.93333333333,64970.93333333333,65931.73333333334,65931.73333333334,65931.73333333334,66150.16666666667,66150.16666666667,66150.16666666667,67769.59999999999,67769.59999999999,67769.59999999999,68035.43333333333,68035.43333333333,68035.43333333333,69130.53333333334,69130.53333333334,69130.53333333334,69173.5,69173.5,69173.5,70973.43333333333,70973.43333333333,70973.43333333333,71184.63333333333,71184.63333333333,71184.63333333333,71583.90000000001,71583.90000000001,71583.90000000001,72617.13333333333,72617.13333333333,72617.13333333333
Pennsylvania,222378.56666666665,222378.56666666665,222378.56666666665,225023.1,225023.1,225023.1,226135.2333333333,226135.2333333333,226135.2333333333,228420.9,228420.9,228420.9,228951.2666666667,228951.2666666667,228951.2666666667,230049.43333333335,230049.43333333335,230049.43333333335,230631.1,230631.1,230631.1,229044.19999999998,229044.19999999998,229044.19999999998,232478.03333333333,232478.03333333333,232478.03333333333,234353.6,234353.6,234353.6,235243.5,235243.5,235243.5,236851.56666666665,236851.56666666665,236851.56666666665,236021.93333333335,236021.93333333335,236021.93333333335,238691.2666666667,238691.2666666667,238691.2666666667,241222.19999999998,241222.19999999998,241222.19999999998,242320.03333333333,242320.03333333333,242320.03333333333,243664.80000000002,243664.80000000002,243664.80000000002,244591.4,244591.4,244591.4,244848.13333333333,244848.13333333333,244848.13333333333,245755.7666666667,245755.7666666667,245755.7666666667,246725.06666666665,246725.06666666665,246725.06666666665,247191.0,247191.0,247191.0,249452.4,249452.4,249452.4,249761.03333333333,249761.03333333333,249761.03333333333
Plains,369309.1333333333,369309.1333333333,369309.1333333333,372928.23333333334,372928.23333333334,372928.23333333334,372886.3333333333,372886.3333333333,372886.3333333333,378823.06666666665,378823.06666666665,378823.06666666665,384176.10000000003,384176.10000000003,384176.10000000003,385275.6333333333,385275.6333333333,385275.6333333333,382260.6333333333,382260.6333333333,382260.6333333333,381479.1333333333,381479.1333333333,381479.1333333333,386047.93333333335,386047.93333333335,386047.93333333335,387173.3666666667,387173.3666666667,387173.3666666667,391112.8666666667,391112.8666666667,391112.8666666667,392881.1333333333,392881.1333333333,392881.1333333333,392230.8333333333,392230.8333333333,392230.8333333333,400003.89999999997,400003.89999999997,400003.89999999997,404689.3666666667,404689.3666666667,404689.3666666667,405884.8,405884.8,405884.8,407545.3,407545.3,407545.3,408330.73333333334,408330.73333333334,408330.73333333334,409838.3333333333,409838.3333333333,409838.3333333333,410538.06666666665,410538.06666666665,410538.06666666665,409332.5333333334,409332.5333333334,409332.5333333334,410152.8666666667,410152.8666666667,410152.8666666667,414742.23333333334,414742.23333333334,414742.23333333334,416087.60000000003,416087.60000000003,416087.60000000003
Rhode Island,18344.233333333334,18344.233333333334,18344.233333333334,18837.366666666665,18837.366666666665,18837.366666666665,18735.433333333334,18735.433333333334,18735.433333333334,18785.033333333333,18785.033333333333,18785.033333333333,18843.3,18843.3,18843.3,18888.399999999998,18888.399999999998,18888.399999999998,18880.166666666668,18880.166666666668,18880.166666666668,18704.600000000002,18704.600000000002,18704.600000000002,19032.133333333335,19032.133333333335,19032.133333333335,18892.133333333335,18892.133333333335,18892.133333333335,19062.633333333335,19062.633333333335,19062.633333333335,19062.7,19062.7,19062.7,19042.233333333334,19042.233333333334,19042.233333333334,19113.399999999998,19113.399999999998,19113.399999999998,19233.666666666668,19233.666666666668,19233.666666666668,19414.233333333334,19414.233333333334,19414.233333333334,19362.5,19362.5,19362.5,19486.633333333335,19486.633333333335,19486.633333333335,19427.366666666665,19427.366666666665,19427.366666666665,19574.100000000002,19574.100000000002,19574.100000000002,19289.033333333333,19289.033333333333,19289.033333333333,19463.0,19463.0,19463.0,19768.033333333333,19768.033333333333,19768.033333333333,19653.233333333334,19653.233333333334,19653.233333333334
Rocky Mountain,187959.1,187959.1,187959.1,188937.93333333335,188937.93333333335,188937.93333333335,189043.69999999998,189043.69999999998,189043.69999999998,190723.2666666667,190723.2666666667,190723.2666666667,191087.03333333333,191087.03333333333,191087.03333333333,191603.43333333335,191603.43333333335,191603.43333333335,191044.16666666666,191044.16666666666,191044.16666666666,192075.46666666667,192075.46666666667,192075.46666666667,196096.06666666665,196096.06666666665,196096.06666666665,196913.86666666667,196913.86666666667,196913.86666666667,199215.0,199215.0,199215.0,200735.93333333335,200735.93333333335,200735.93333333335,201955.0,201955.0,201955.0,204509.63333333333,204509.63333333333,204509.63333333333,207040.13333333333,207040.13333333333,207040.13333333333,209985.66666666666,209985.66666666666,209985.66666666666,212572.6,212572.6,212572.6,213146.46666666667,213146.46666666667,213146.46666666667,214386.1,214386.1,214386.1,215226.96666666667,215226.96666666667,215226.96666666667,215973.2666666667,215973.2666666667,215973.2666666667,216463.7333333333,216463.7333333333,216463.7333333333,219640.7666666667,219640.7666666667,219640.7666666667,222152.33333333334,222152.33333333334,222152.33333333334
South Carolina,63871.799999999996,63871.799999999996,63871.799999999996,64695.43333333333,64695.43333333333,64695.43333333333,64328.46666666667,64328.46666666667,64328.46666666667,64732.299999999996,64732.299999999996,64732.299999999996,65504.166666666664,65504.166666666664,65504.166666666664,65180.5,65180.5,65180.5,65154.76666666666,65154.76666666666,65154.76666666666,64702.06666666667,64702.06666666667,64702.06666666667,66288.43333333333,66288.43333333333,66288.43333333333,65992.46666666666,65992.46666666666,65992.46666666666,67116.46666666666,67116.46666666666,67116.46666666666,67465.66666666667,67465.66666666667,67465.66666666667,67599.7,67599.7,67599.7,68873.56666666667,68873.56666666667,68873.56666666667,69190.7,69190.7,69190.7,69106.53333333334,69106.53333333334,69106.53333333334,70023.40000000001,70023.40000000001,70023.40000000001,70567.36666666667,70567.36666666667,70567.36666666667,71638.3,71638.3,71638.3,72054.09999999999,72054.09999999999,72054.09999999999,72686.76666666666,72686.76666666666,72686.76666666666,73363.06666666667,73363.06666666667,73363.06666666667,73752.09999999999,73752.09999999999,73752.09999999999,74277.2,74277.2,74277.2
South Dakota,15515.199999999999,15515.199999999999,15515.199999999999,15713.9,15713.9,15713.9,15780.066666666666,15780.066666666666,15780.066666666666,16497.966666666667,16497.966666666667,16497.966666666667,16563.133333333335,16563.133333333335,16563.133333333335,16480.0,16480.0,16480.0,15587.333333333334,15587.333333333334,15587.333333333334,16241.366666666667,16241.366666666667,16241.366666666667,16098.733333333332,16098.733333333332,16098.733333333332,16220.1,16220.1,16220.1,16241.833333333334,16241.833333333334,16241.833333333334,16252.766666666668,16252.766666666668,16252.766666666668,16688.7,16688.7,16688.7,16720.233333333334,16720.233333333334,16720.233333333334,16503.899999999998,16503.899999999998,16503.899999999998,16275.0,16275.0,16275.0,16732.333333333332,16732.333333333332,16732.333333333332,16791.466666666667,16791.466666666667,16791.466666666667,16910.333333333332,16910.333333333332,16910.333333333332,17380.166666666668,17380.166666666668,17380.166666666668,16761.866666666665,16761.866666666665,16761.866666666665,16925.133333333335,16925.133333333335,16925.133333333335,17306.666666666668,17306.666666666668,17306.666666666668,17358.766666666666,17358.766666666666,17358.766666666666
Southeast,1232048.3,1232048.3,1232048.3,1239307.7333333334,1239307.7333333334,1239307.7333333334,1236201.6666666667,1236201.6666666667,1236201.6666666667,1247126.4000000001,1247126.4000000001,1247126.4000000001,1254953.5999999999,1254953.5999999999,1254953.5999999999,1256134.1333333333,1256134.1333333333,1256134.1333333333,1255801.2,1255801.2,1255801.2,1249946.2,1249946.2,1249946.2,1271853.3333333333,1271853.3333333333,1271853.3333333333,1269309.3333333333,1269309.3333333333,1269309.3333333333,1279086.8,1279086.8,1279086.8,1283790.4666666666,1283790.4666666666,1283790.4666666666,1282676.8333333333,1282676.8333333333,1282676.8333333333,1297971.3,1297971.3,1297971.3,1309167.2666666666,1309167.2666666666,1309167.2666666666,1313871.6333333333,1313871.6333333333,1313871.6333333333,1323426.0333333334,1323426.0333333334,1323426.0333333334,1335891.1333333333,1335891.1333333333,1335891.1333333333,1343366.1333333333,1343366.1333333333,1343366.1333333333,1346589.0666666667,1346589.0666666667,1346589.0666666667,1353252.0666666667,1353252.0666666667,1353252.0666666667,1361094.8666666667,1361094.8666666667,1361094.8666666667,1372204.1666666667,1372204.1666666667,1372204.1666666667,1382871.4333333333,1382871.4333333333,1382871.4333333333
Southwest,626909.1,626909.1,626909.1,634692.8666666667,634692.8666666667,634692.8666666667,638036.4666666667,638036.4666666667,638036.4666666667,650513.2999999999,650513.2999999999,650513.2999999999,657871.4,657871.4,657871.4,664092.1666666666,664092.1666666666,664092.1666666666,665247.1,665247.1,665247.1,674592.0666666667,674592.0666666667,674592.0666666667,683391.0666666667,683391.0666666667,683391.0666666667,688837.8333333334,688837.8333333334,688837.8333333334,695160.7999999999,695160.7999999999,695160.7999999999,700251.4333333332,700251.4333333332,700251.4333333332,696816.1333333333,696816.1333333333,696816.1333333333,708323.3333333334,708323.3333333334,708323.3333333334,720284.2666666666,720284.2666666666,720284.2666666666,727965.9,727965.9,727965.9,743178.3333333334,743178.3333333334,743178.3333333334,737584.2333333334,737584.2333333334,737584.2333333334,744360.7666666666,744360.7666666666,744360.7666666666,748023.8666666667,748023.8666666667,748023.8666666667,744931.7000000001,744931.7000000001,744931.7000000001,744227.7999999999,744227.7999999999,744227.7999999999,746083.7333333334,746083.7333333334,746083.7333333334,746034.8333333334,746034.8333333334,746034.8333333334
Tennessee,98857.53333333333,98857.53333333333,98857.53333333333,100123.40000000001,100123.40000000001,100123.40000000001,100883.0,100883.0,100883.0,102147.93333333333,102147.93333333333,102147.93333333333,103144.03333333333,103144.03333333333,103144.03333333333,104344.73333333334,104344.73333333334,104344.73333333334,103900.7,103900.7,103900.7,104282.73333333334,104282.73333333334,104282.73333333334,106231.09999999999,106231.09999999999,106231.09999999999,105490.33333333333,105490.33333333333,105490.33333333333,106145.06666666667,106145.06666666667,106145.06666666667,106597.40000000001,106597.40000000001,106597.40000000001,106861.46666666667,106861.46666666667,106861.46666666667,107749.53333333333,107749.53333333333,107749.53333333333,108455.40000000001,108455.40000000001,108455.40000000001,108773.09999999999,108773.09999999999,108773.09999999999,110206.63333333335,110206.63333333335,110206.63333333335,111824.66666666667,111824.66666666667,111824.66666666667,112601.40000000001,112601.40000000001,112601.40000000001,112648.73333333334,112648.73333333334,112648.73333333334,113098.7,113098.7,113098.7,113560.13333333335,113560.13333333335,113560.13333333335,114924.93333333333,114924.93333333333,114924.93333333333,116476.13333333335,116476.13333333335,116476.13333333335
Texas,449661.8,449661.8,449661.8,455067.0333333334,455067.0333333334,455067.0333333334,456712.60000000003,456712.60000000003,456712.60000000003,465458.43333333335,465458.43333333335,465458.43333333335,472342.3666666667,472342.3666666667,472342.3666666667,477253.60000000003,477253.60000000003,477253.60000000003,479587.0333333334,479587.0333333334,479587.0333333334,488622.8666666667,488622.8666666667,488622.8666666667,495972.26666666666,495972.26666666666,495972.26666666666,501813.73333333334,501813.73333333334,501813.73333333334,507644.39999999997,507644.39999999997,507644.39999999997,510311.6666666667,510311.6666666667,510311.6666666667,507090.3666666667,507090.3666666667,507090.3666666667,516617.73333333334,516617.73333333334,516617.73333333334,524914.7999999999,524914.7999999999,524914.7999999999,530891.9,530891.9,530891.9,545062.3333333334,545062.3333333334,545062.3333333334,539964.8333333334,539964.8333333334,539964.8333333334,545700.7000000001,545700.7000000001,545700.7000000001,548108.2000000001,548108.2000000001,548108.2000000001,545411.0,545411.0,545411.0,543922.1333333333,543922.1333333333,543922.1333333333,544800.2999999999,544800.2999999999,544800.2999999999,544350.9333333333,544350.9333333333,544350.9333333333
United States,5640210.666666667,5640210.666666667,5640210.666666667,5678371.333333333,5678371.333333333,5678371.333333333,5677104.333333333,5677104.333333333,5677104.333333333,5740861.0,5740861.0,5740861.0,5789003.333333333,5789003.333333333,5789003.333333333,5814841.666666667,5814841.666666667,5814841.666666667,5823216.666666667,5823216.666666667,5823216.666666667,5829950.666666667,5829950.666666667,5829950.666666667,5887466.666666667,5887466.666666667,5887466.666666667,5903223.666666667,5903223.666666667,5903223.666666667,5953483.333333333,5953483.333333333,5953483.333333333,6005382.333333333,6005382.333333333,6005382.333333333,5984658.0,5984658.0,5984658.0,6061970.333333333,6061970.333333333,6061970.333333333,6135647.0,6135647.0,6135647.0,6166677.0,6166677.0,6166677.0,6222207.0,6222207.0,6222207.0,6260747.666666667,6260747.666666667,6260747.666666667,6285806.0,6285806.0,6285806.0,6297402.0,6297402.0,6297402.0,6333896.666666667,6333896.666666667,6333896.666666667,6354236.333333333,6354236.333333333,6354236.333333333,6399312.666666667,6399312.666666667,6399312.666666667,6434784.0,6434784.0,6434784.0
Utah,45579.200000000004,45579.200000000004,45579.200000000004,46175.06666666667,46175.06666666667,46175.06666666667,46199.5,46199.5,46199.5,46447.63333333333,46447.63333333333,46447.63333333333,46924.23333333334,46924.23333333334,46924.23333333334,46817.1,46817.1,46817.1,46650.333333333336,46650.333333333336,46650.333333333336,47105.0,47105.0,47105.0,47820.53333333333,47820.53333333333,47820.53333333333,48087.700000000004,48087.700000000004,48087.700000000004,48742.73333333334,48742.73333333334,48742.73333333334,48718.23333333334,48718.23333333334,48718.23333333334,49448.86666666667,49448.86666666667,49448.86666666667,49931.63333333333,49931.63333333333,49931.63333333333,50170.0,50170.0,50170.0,50551.23333333334,50551.23333333334,50551.23333333334,51291.166666666664,51291.166666666664,51291.166666666664,51623.13333333333,51623.13333333333,51623.13333333333,51898.9,51898.9,51898.9,52428.76666666666,52428.76666666666,52428.76666666666,53134.4,53134.4,53134.4,53535.299999999996,53535.299999999996,53535.299999999996,54553.5,54553.5,54553.5,55481.13333333333,55481.13333333333,55481.13333333333
Vermont,10377.733333333334,10377.733333333334,10377.733333333334,10529.433333333332,10529.433333333332,10529.433333333332,10520.066666666668,10520.066666666668,10520.066666666668,10790.866666666667,10790.866666666667,10790.866666666667,10648.366666666667,10648.366666666667,10648.366666666667,10778.633333333333,10778.633333333333,10778.633333333333,10657.199999999999,10657.199999999999,10657.199999999999,10446.666666666666,10446.666666666666,10446.666666666666,10545.633333333333,10545.633333333333,10545.633333333333,10505.9,10505.9,10505.9,10431.733333333334,10431.733333333334,10431.733333333334,10509.566666666668,10509.566666666668,10509.566666666668,10452.566666666668,10452.566666666668,10452.566666666668,10536.733333333334,10536.733333333334,10536.733333333334,10697.866666666667,10697.866666666667,10697.866666666667,10776.366666666667,10776.366666666667,10776.366666666667,10654.699999999999,10654.699999999999,10654.699999999999,10656.0,10656.0,10656.0,10716.800000000001,10716.800000000001,10716.800000000001,10696.333333333334,10696.333333333334,10696.333333333334,10733.533333333333,10733.533333333333,10733.533333333333,10732.699999999999,10732.699999999999,10732.699999999999,10805.5,10805.5,10805.5,10811.833333333334,10811.833333333334,10811.833333333334
Virginia,158904.76666666666,158904.76666666666,158904.76666666666,159648.6,159648.6,159648.6,159788.53333333333,159788.53333333333,159788.53333333333,161086.63333333333,161086.63333333333,161086.63333333333,160723.93333333332,160723.93333333332,160723.93333333332,161010.0,161010.0,161010.0,161476.4,161476.4,161476.4,160844.83333333334,160844.83333333334,160844.83333333334,163333.1,163333.1,163333.1,162527.06666666668,162527.06666666668,162527.06666666668,162908.1,162908.1,162908.1,162886.76666666666,162886.76666666666,162886.76666666666,161844.80000000002,161844.80000000002,161844.80000000002,162948.9,162948.9,162948.9,163456.93333333332,163456.93333333332,163456.93333333332,163640.83333333334,163640.83333333334,163640.83333333334,164566.06666666668,164566.06666666668,164566.06666666668,166376.30000000002,166376.30000000002,166376.30000000002,167274.9,167274.9,167274.9,167040.86666666667,167040.86666666667,167040.86666666667,166406.23333333334,166406.23333333334,166406.23333333334,167654.19999999998,167654.19999999998,167654.19999999998,168850.46666666667,168850.46666666667,168850.46666666667,170566.06666666668,170566.06666666668,170566.06666666668
Washington,135924.23333333334,135924.23333333334,135924.23333333334,136583.96666666667,136583.96666666667,136583.96666666667,136702.80000000002,136702.80000000002,136702.80000000002,139556.6,139556.6,139556.6,141160.36666666667,141160.36666666667,141160.36666666667,142208.33333333334,142208.33333333334,142208.33333333334,143364.56666666668,143364.56666666668,143364.56666666668,141862.73333333334,141862.73333333334,141862.73333333334,145010.69999999998,145010.69999999998,145010.69999999998,145371.43333333332,145371.43333333332,145371.43333333332,147724.6,147724.6,147724.6,147856.16666666666,147856.16666666666,147856.16666666666,149156.19999999998,149156.19999999998,149156.19999999998,150561.80000000002,150561.80000000002,150561.80000000002,153962.19999999998,153962.19999999998,153962.19999999998,154568.5,154568.5,154568.5,156617.5,156617.5,156617.5,158535.06666666668,158535.06666666668,158535.06666666668,160390.76666666666,160390.76666666666,160390.76666666666,160077.16666666666,160077.16666666666,160077.16666666666,163511.43333333332,163511.43333333332,163511.43333333332,163248.43333333332,163248.43333333332,163248.43333333332,165219.9,165219.9,165219.9,168986.73333333334,168986.73333333334,168986.73333333334
West Virginia,23931.466666666664,23931.466666666664,23931.466666666664,24414.333333333332,24414.333333333332,24414.333333333332,24482.166666666668,24482.166666666668,24482.166666666668,24738.933333333334,24738.933333333334,24738.933333333334,24579.2,24579.2,24579.2,24656.066666666666,24656.066666666666,24656.066666666666,24267.13333333333,24267.13333333333,24267.13333333333,23996.966666666664,23996.966666666664,23996.966666666664,24654.933333333334,24654.933333333334,24654.933333333334,24612.899999999998,24612.899999999998,24612.899999999998,24613.36666666667,24613.36666666667,24613.36666666667,24717.399999999998,24717.399999999998,24717.399999999998,24318.766666666666,24318.766666666666,24318.766666666666,24695.933333333334,24695.933333333334,24695.933333333334,24850.3,24850.3,24850.3,24950.033333333336,24950.033333333336,24950.033333333336,24813.2,24813.2,24813.2,24820.433333333334,24820.433333333334,24820.433333333334,24737.766666666666,24737.766666666666,24737.766666666666,24643.766666666666,24643.766666666666,24643.766666666666,24737.5,24737.5,24737.5,24487.733333333334,24487.733333333334,24487.733333333334,24430.899999999998,24430.899999999998,24430.899999999998,24361.533333333336,24361.533333333336,24361.533333333336
